,time,sex,vegan,rest,games,series,books,english,USSR_lover,child_offence_Не били,child_offence_Разве что по делу,child_offence_Часто,dvach_Лучшая борда рунета,dvach_Не знаю,dvach_Ненавижу Абу,dvach_Паблик в вк,gender_Альтернативная,gender_Би,gender_Гетеро,antisemetism_Да,antisemetism_Нет,antisemetism_Я просто боюсь евреев,subject_Биология,subject_Иностранные языки,subject_Информатика,subject_История,subject_Литература,subject_Матеша,subject_Физика,subject_Химия,crimea_Мне всё равно,crimea_Отрицательно,crimea_Положительно,putin_good,rebel,Драма,Боевик,Аниме,Комедия,Фантастика,Исторический фильм,Детектив,Трагедия,Фильм ужасов
121,2019-10-06 14:51:35,1,2,1,2,2,7,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False,False,False,True,False,False,True,False,True
122,2019-10-06 14:54:55,1,1,1,1,5,5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,False,False,False,True,True,False,True,False,False
123,2019-10-06 15:01:16,1,1,0,0,6,5,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,True,False,False,True,False,False,True,False,False
124,2019-10-06 15:03:37,0,3,1,2,7,5,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,True,False,False,False,True,False,True,False,False
125,2019-10-06 15:08:08,0,1,0,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,False,False,False,True,False,True,True,False,False
126,2019-10-06 15:12:29,1,2,0,3,5,1,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False,False,True,True,True,False,True,False,False
127,2019-10-06 15:36:25,1,1,1,3,2,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,False,False,True,False,False,False,False,False,False
128,2019-10-06 15:50:34,0,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,False,True,False,True,True,False,False,False,True
129,2019-10-06 16:23:34,1,3,1,3,5,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,True,False,False,True,False,False,True,False,True
130,2019-10-06 16:41:53,0,1,0,2,4,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,True,False,True
131,2019-10-06 16:50:49,0,3,1,7,1,3,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,True,True,False,True,True,True,False,True,True
132,2019-10-06 17:06:24,1,1,1,0,3,0,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,True
133,2019-10-06 17:07:39,1,2,1,3,3,7,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,True,False,False,True,True,False,False,False,False
134,2019-10-06 17:18:52,0,2,0,3,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,False,False,False,True,True,False,True,False,True
135,2019-10-06 17:27:26,1,5,0,2,1,4,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,True
136,2019-10-06 17:34:25,1,0,1,1,4,1,3,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,True,False,False,False,False,False,True,True,True
137,2019-10-06 17:38:50,1,0,1,0,5,7,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,True,True,True,True,False,False,True,True,False
138,2019-10-06 17:40:11,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,True,False,True,True,False,False,False,False,False
139,2019-10-06 19:08:36,1,1,1,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,False,True,False,True,True,False,True,False,False
140,2019-10-06 19:16:12,1,0,0,0,2,2,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,False,True,False,True,False,True,False,False,False
141,2019-10-06 19:55:21,0,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,False,False,False,False,False,True,False,False,False
142,2019-10-06 20:11:07,1,2,0,0,2,6,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,True,False,False,True,False,False,True,False,False
143,2019-10-06 20:30:16,0,2,1,3,3,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,False,True,False,False,False,True,False,False,False
144,2019-10-06 20:52:32,1,2,1,3,5,7,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,True,False,False,True,False,False,True,False,True
145,2019-10-06 22:09:18,1,1,1,0,4,4,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,False,False,False,False,False,False,True,False,False
146,2019-10-06 22:11:03,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,True,True,True,True,True,True,True,True,True
147,2019-10-06 22:15:26,0,0,1,4,4,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,False,False,False,False,True,False,False,False,False
148,2019-10-06 22:15:42,1,1,1,5,6,2,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,True,True,False,True,False,False,True,True,True
149,2019-10-06 22:35:59,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,False,True,False,True,True,False,False,False,False
150,2019-10-06 23:44:53,0,1,0,3,5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,False,False,True,True,True,True,False,False,True
151,2019-11-06 00:14:45,0,1,1,6,1,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,False,False,True,True,True,False,False,False,False
152,2019-11-06 00:46:34,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,False,True,True,True,False,False,True,False,False
153,2019-11-06 00:50:22,1,3,1,2,5,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,True,False,False,True,False,False,True,True,True
154,2019-11-06 02:01:23,1,3,0,7,1,7,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,False,True,True,True,True,False,True,False,True
155,2019-11-06 11:11:28,1,1,1,0,4,5,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,True
156,2019-11-06 11:26:38,0,1,1,1,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,False,False,True,False,True,False,False,True,False
157,2019-11-06 11:28:24,0,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,False,True,True,True,True,True,False,False,False
158,2019-11-06 11:29:59,0,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,False,True,True,True,True,False,False,False,False
159,2019-11-06 12:40:24,1,4,1,1,5,7,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,True,False,False,True,False,True,False,True
160,2019-11-06 12:53:58,1,2,1,1,5,4,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,True,False,True,True,True,True,False,False,False
161,2019-11-06 16:09:09,0,0,0,1,4,3,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False,True,False,True
162,2019-11-06 16:22:10,1,0,0,3,5,2,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,False,False,False,True,False,False,True,False,True
163,2019-11-06 16:59:02,1,4,0,0,4,5,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,True,False,False,False,True,False,False,True,True
164,2019-11-06 19:51:51,1,1,1,3,5,7,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,False,False,False,True,True,True,False,False
165,2019-11-06 20:03:10,0,0,0,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,True,False,False,True,True,False,False,False,False
166,2019-11-06 20:16:22,0,2,1,0,7,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,True,False,False,True,True,False,True,False,False
167,2019-11-06 21:41:20,1,3,1,1,4,3,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,False,False,False,False,False,False,True,True,True
168,2019-11-06 23:03:27,0,2,0,4,3,5,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,False,True,False,False,True,True,False,False,False
169,2019-12-06 00:05:36,1,2,1,1,5,3,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,False,False,False,True,False,False,False,False,False
170,2019-12-06 00:19:30,1,2,1,0,6,6,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,True,False,False,True,True,False,True,False,False
171,2019-12-06 00:49:02,1,1,1,5,3,0,3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,False,True,False,True,True,False,False,False,False
172,2019-12-06 01:17:36,1,2,0,2,5,3,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,False
173,2019-12-06 14:23:43,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,False,False,False,False,False,False,True,False,True
174,2019-12-06 16:33:41,1,2,1,3,3,4,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,False,True,False,False,True,False,False,True,False
175,2019-12-06 17:28:47,1,0,1,4,7,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,True,False,True,True,False,True,False,True,True
176,2019-12-06 18:48:31,0,2,1,7,2,2,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,False,False,True,False,True,False,False,False,False
177,2019-12-06 19:16:15,1,0,1,0,5,0,3,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,True,True,False,False,False,False,False,False,False
178,2019-12-06 21:47:08,1,0,1,7,2,4,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,True,True,False,True,True,True,False,False,False
179,2019-12-06 23:10:25,1,1,1,1,7,7,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,True,False,False,False,True,True,True,False,False
180,2019-06-13 04:24:16,1,1,1,4,7,7,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,True,False,True,True,False,True,False,True,True
181,2019-06-13 15:18:57,1,0,0,6,0,6,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,True,False,True,True,False,False,False,True
182,2019-06-13 18:28:08,1,2,1,2,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,False,True,True,False,True,False,True,False,False
183,2019-06-14 00:55:24,0,1,1,2,0,2,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,True,True,False,False,True,True,True,False,False
184,2019-06-14 08:51:36,0,0,1,7,0,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,False,False,False,False,True,False,False,False,False
185,2019-06-14 11:09:45,1,1,1,2,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,True,False,True,True,True,False,True,False,True
186,2019-06-14 20:44:01,1,5,0,4,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,True,False,False,True,True,True,True,True,False
187,2019-06-15 16:01:15,1,1,1,0,4,3,5,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,True,False,False,True,True,True,False,False,False
188,2019-06-17 00:34:00,0,1,1,3,2,4,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,False,True,True,True,True,False,True,False,False
189,2019-06-17 11:35:51,0,2,0,0,2,4,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False,False,False,True,True,False,True,False,False
190,2019-06-21 22:30:18,1,2,1,4,6,6,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,False,True,True,False,False
191,2020-10-29 09:38:45,0,1,1,3,1,3,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,True,False,False,False,False,False,False,True,False
192,2020-10-29 15:27:45,0,0,1,4,4,2,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,False,False,True,False,True,False,True,False,False
193,2020-10-31 18:06:00,0,3,1,6,0,2,5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,True,False,False,True,True,False,False,True,True
194,2020-10-31 18:56:01,0,2,0,4,4,2,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,True,True,True,True,True,False,True,True,True
195,2020-10-31 19:10:22,0,2,0,1,4,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,False,False,True,False,False,False,False,False,False
196,2020-10-31 20:20:18,0,3,1,4,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,False,True,False,True,True,False,False,False,False
197,2020-10-31 21:42:02,1,2,1,1,4,5,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,True,True,False,True,True,False,True,False,False
